total_index,review,review2
158,"['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['친구', '명절', '선물'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['커플', '기념일', '기념일', '기념일'] ['커플', '기념일', '기념일', '기념일'] ['커플', '기념일', '기념일', '기념일'] ['커플', '기념일', '기념일', '기념일'] ['가족', '커플'] ['가족', '커플'] ['가족', '커플'] ['가족', '커플'] ['커플'] ['커플'] ['커플'] ['커플'] ['커플'] ['커플'] ['커플']",명절 선물 기념일 안주 파티 가족 커플 친구 부모님
160,"['친구', '안주'] ['친구', '안주'] ['친구', '커플', '커플'] ['친구', '커플', '커플'] ['명절', '선물'] ['명절', '선물']",명절 선물 안주 커플 친구
164,"['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['기념일'] ['기념일'] ['기념일'] ['가족'] ['가족'] ['가족'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['추천'] ['추천']",명절 선물 기념일 가족 추천 친구
169,"['가족', '친구', '선물'] ['가족', '친구', '선물'] ['가족', '친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['추천'] ['추천'] ['추천']",선물 추천 친구 가족
173,"['복날', '선물'] ['친구', '커플']",복날 선물 친구 커플
175,"['부모님', '기념일', '파티', '반주', '선물'] ['선물'] ['선물'] ['선물'] ['추천'] ['추천'] ['추천'] ['추천'] ['친구'] ['친구'] ['명절'] ['친구', '선물'] ['반주'] ['친구', '추천'] ['추천', '추천']",기념일 선물 명절 반주 파티 추천 친구 부모님
176,"['부모님', '부모님'] ['부모님', '부모님'] ['부모님', '부모님'] ['명절'] ['명절'] ['명절'] ['부모님'] ['부모님'] ['부모님'] ['파티'] ['파티'] ['파티'] ['커플'] ['커플'] ['커플'] ['커플'] ['부모님', '선물'] ['부모님', '선물'] ['부모님', '선물'] ['부모님', '선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['디저트'] ['안주', '안주'] ['친구'] ['친구'] ['반주'] ['안주'] ['안주'] ['친구', '파티'] ['친구', '커플', '커플', '선물'] ['친구', '선물']",명절 선물 안주 반주 파티 디저트 커플 친구 부모님
179,['선물'],선물
180,['선물'] ['선물'] ['선물'] ['선물'] ['행사'] ['추천'],선물 행사 추천
188,"['커플', '명절', '추천'] ['친구', '커플', '추천'] ['친구']",명절 친구 추천 커플
192,,
193,['선물'],선물
212,['부모님'],부모님
221,['커플'] ['커플'] ['커플'] ['파티'] ['친구'],친구 커플 파티
237,"['명절', '선물'] ['추천'] ['가족', '커플'] ['선물'] ['선물'] ['선물'] ['선물'] ['커플']",명절 선물 가족 추천 커플
249,"['부모님', '명절']",명절 부모님
255,"['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['캠핑'] ['캠핑'] ['캠핑'] ['캠핑'] ['캠핑'] ['캠핑'] ['캠핑'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['가족', '부모님', '선물'] ['가족', '부모님', '선물'] ['가족', '부모님', '선물'] ['가족', '부모님', '선물'] ['가족', '부모님', '선물'] ['가족', '부모님', '선물'] ['가족', '부모님', '선물'] ['가족', '부모님', '선물'] ['가족', '부모님', '선물'] ['가족', '부모님', '선물'] ['가족', '부모님', '선물'] ['가족', '부모님', '선물'] ['가족', '부모님', '선물'] ['가족', '부모님', '선물'] ['친구', '파티'] ['친구', '파티'] ['친구', '파티'] ['친구', '파티'] ['친구', '파티'] ['친구', '파티'] ['친구', '파티'] ['친구', '파티'] ['친구', '파티'] ['친구', '파티'] ['친구', '파티'] ['친구', '파티'] ['친구', '파티'] ['친구', '파티'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구', '파티', '선물'] ['친구', '파티', '선물'] ['친구', '파티', '선물'] ['친구', '파티', '선물'] ['친구', '파티', '선물'] ['친구', '파티', '선물'] ['친구', '파티', '선물'] ['친구', '파티', '선물'] ['친구', '파티', '선물'] ['친구', '파티', '선물'] ['친구', '파티', '선물'] ['친구', '파티', '선물'] ['친구', '파티', '선물']",선물 파티 가족 캠핑 추천 친구 부모님
260,"['명절'] ['명절'] ['명절'] ['명절'] ['친구', '커플', '추천'] ['친구', '커플', '추천'] ['친구', '커플', '추천'] ['친구', '커플', '추천'] ['커플'] ['커플'] ['커플'] ['가족', '선물']",명절 선물 가족 추천 커플 친구
270,"['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['커플', '추천'] ['친구', '반주'] ['친구', '선물'] ['추천', '안주'] ['가족', '선물'] ['커플']",선물 안주 반주 가족 추천 커플 친구
272,"['안주', '안주'] ['안주', '안주'] ['안주', '안주'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['추천'] ['추천'] ['추천'] ['추천'] ['친구'] ['친구'] ['친구'] ['친구'] ['부모님'] ['부모님'] ['부모님'] ['가족', '부모님'] ['가족', '부모님'] ['가족', '부모님'] ['디저트'] ['안주']",선물 안주 가족 추천 디저트 친구 부모님
277,"['선물'] ['선물'] ['친구'] ['친구'] ['선물', '안주', '안주'] ['선물', '안주', '안주'] ['커플'] ['커플']",선물 안주 친구 커플
284,"['디저트'] ['선물'] ['선물'] ['선물'] ['친구', '선물'] ['추천'] ['추천'] ['안주'] ['안주'] ['크리스마스', '계절'] ['친구', '부모님'] ['가족', '커플', '캠핑', '선물']",선물 안주 계절 가족 캠핑 추천 디저트 크리스마스 커플 친구 부모님
295,,
300,,
306,"['친구', '안주'] ['친구', '안주'] ['친구', '안주'] ['친구', '안주'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물']",선물 안주 친구
307,"['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['가족'] ['가족'] ['가족'] ['가족'] ['가족'] ['가족'] ['가족'] ['가족'] ['가족'] ['가족'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['부모님'] ['캠핑'] ['추천'] ['친구', '친구', '선물']",명절 선물 가족 캠핑 추천 친구 부모님
308,"['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['안주'] ['안주'] ['안주'] ['친구', '커플'] ['친구', '명절', '파티', '선물'] ['친구', '명절', '선물'] ['명절', '명절', '선물', '안주'] ['명절', '선물'] ['파티'] ['친구', '파티', '선물'] ['명절', '명절'] ['부모님']",명절 선물 안주 파티 커플 친구 부모님
323,"['명절', '명절'] ['선물'] ['선물'] ['커플'] ['가족', '반주']",명절 선물 반주 가족 커플
334,"['명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물']",명절 선물 친구
335,"['기념일'] ['기념일'] ['기념일'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['가족'] ['가족'] ['가족'] ['명절'] ['친구'] ['선물'] ['선물'] ['파티'] ['안주']",기념일 선물 명절 안주 파티 가족 친구
340,"['명절', '선물', '디저트', '디저트', '디저트'] ['명절', '선물', '디저트', '디저트', '디저트'] ['명절', '선물', '디저트', '디저트', '디저트'] ['명절', '선물', '디저트', '디저트', '디저트'] ['명절', '선물', '디저트', '디저트', '디저트'] ['명절', '선물', '디저트', '디저트', '디저트'] ['명절', '선물', '디저트', '디저트', '디저트'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주']",명절 선물 안주 추천 디저트
343,"['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['커플', '커플'] ['커플', '커플'] ['커플', '커플'] ['커플', '커플'] ['커플', '커플'] ['커플', '커플'] ['커플', '커플'] ['커플', '커플'] ['커플', '커플'] ['커플', '커플'] ['커플', '커플'] ['커플', '커플'] ['커플', '커플'] ['커플', '커플'] ['추천', '선물'] ['추천', '선물'] ['추천', '선물'] ['추천', '선물'] ['추천', '선물'] ['추천', '선물'] ['추천', '선물'] ['추천', '선물'] ['추천', '선물'] ['추천', '선물'] ['추천', '선물'] ['추천', '선물'] ['추천', '선물'] ['추천', '선물'] ['안주', '안주', '안주', '안주'] ['안주', '안주', '안주', '안주'] ['안주', '안주', '안주', '안주'] ['안주', '안주', '안주', '안주'] ['안주', '안주', '안주', '안주'] ['안주', '안주', '안주', '안주'] ['안주', '안주', '안주', '안주'] ['안주', '안주', '안주', '안주'] ['안주', '안주', '안주', '안주'] ['안주', '안주', '안주', '안주'] ['안주', '안주', '안주', '안주'] ['안주', '안주', '안주', '안주'] ['안주', '안주', '안주', '안주'] ['안주', '안주', '안주', '안주'] ['부모님'] ['친구']",선물 안주 추천 커플 친구 부모님
350,"['친구', '추천', '선물'] ['친구', '추천', '선물'] ['친구', '추천', '선물'] ['친구', '추천', '선물'] ['친구', '추천', '선물'] ['친구', '추천', '선물'] ['친구', '추천', '선물'] ['친구', '추천', '선물'] ['추천', '안주', '안주'] ['추천', '안주', '안주'] ['추천', '안주', '안주'] ['추천', '안주', '안주'] ['추천', '안주', '안주'] ['추천', '안주', '안주'] ['추천', '안주', '안주'] ['추천', '안주', '안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주']",추천 선물 안주 친구
352,['선물'] ['복날'] ['안주'],복날 선물 안주
353,"['디저트', '안주', '안주'] ['디저트', '안주', '안주'] ['디저트', '안주', '안주'] ['디저트', '안주', '안주'] ['디저트', '안주', '안주'] ['디저트', '안주', '안주'] ['디저트', '안주', '안주'] ['디저트', '안주', '안주'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['디저트'] ['디저트'] ['디저트'] ['디저트'] ['디저트'] ['디저트'] ['디저트'] ['디저트'] ['기념일'] ['기념일'] ['기념일'] ['기념일'] ['기념일'] ['기념일'] ['기념일'] ['추천', '디저트']",기념일 선물 안주 디저트 추천
355,"['가족', '커플', '선물'] ['선물'] ['선물'] ['친구', '명절', '선물'] ['친구']",명절 선물 가족 커플 친구
362,,
368,"['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구', '추천', '선물'] ['친구', '추천', '선물'] ['친구', '추천', '선물'] ['친구', '추천', '선물'] ['친구', '추천', '선물'] ['친구', '추천', '선물'] ['친구', '추천', '선물'] ['친구', '추천', '선물'] ['친구', '추천', '선물'] ['친구', '추천', '선물'] ['친구', '추천', '선물'] ['친구', '추천', '선물'] ['커플', '추천'] ['커플', '추천'] ['커플', '추천'] ['커플', '추천'] ['커플', '추천'] ['커플', '추천'] ['커플', '추천'] ['커플', '추천'] ['커플', '추천'] ['커플', '추천'] ['커플', '추천'] ['커플', '추천'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['가족', '추천', '선물'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천']",명절 선물 가족 추천 커플 친구
